Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating,Global_Sales_norm
Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05,,,7.8,17.0,T,No,Sí,Sí,0.038461538461538464
Baku Baku,SAT,1995.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
SD Gundam: Over Galaxian,PS,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17.0,M,No,Sí,Sí,0.038461538461538464
DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,355.0,T,Sí,Sí,Sí,0.038461538461538464
Rogue Ops,GC,2003.0,Action,Kemco,0.04,0.01,0.0,0.0,0.05,65.0,21.0,,,M,Sí,No,Sí,0.038461538461538464
Smart Kids Party Fun Pak,DS,2008.0,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,101.0,M,Sí,Sí,Sí,0.038461538461538464
Dream Salon,Wii,2009.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.5,3571.0,M,Sí,Sí,Sí,0.038461538461538464
Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05,48.0,4.0,,,E,Sí,No,Sí,0.038461538461538464
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,E,Sí,Sí,Sí,0.038461538461538464
Yoru no Nai Kuni,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007.0,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,16.0,4.8,5.0,E10+,Sí,Sí,Sí,0.038461538461538464
Alter Echo,X,2003.0,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,62.0,24.0,,,T,Sí,No,Sí,0.038461538461538464
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
G1 Grand Prix,3DS,2012.0,Action,Genki,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Around the World in 80 Days,GBA,2004.0,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05,40.0,9.0,,,E,Sí,No,Sí,0.038461538461538464
Houkago Shounen,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Fishdom,DS,2011.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Classic Dungeon X2,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,10.0,9.0,4.0,E,Sí,Sí,Sí,0.038461538461538464
Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,,,,,E,No,No,Sí,0.038461538461538464
Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,52.0,4.0,,,E,Sí,No,Sí,0.038461538461538464
Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,48.0,10.0,,,E,Sí,No,Sí,0.038461538461538464
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
SD Gundam: Scad Hammers,Wii,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
LEGO Friends,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,43.0,4.0,8.3,4.0,E,Sí,Sí,Sí,0.038461538461538464
Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,49.0,10.0,,,E10+,Sí,No,Sí,0.038461538461538464
Tsumiki: Block Drop Mania,DS,2007.0,Action,Nobilis,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05,77.0,9.0,,,E,Sí,No,Sí,0.038461538461538464
ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,71.0,11.0,,,E,Sí,No,Sí,0.038461538461538464
Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8.0,455.0,E10+,Sí,Sí,Sí,0.038461538461538464
Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9.0,E,Sí,Sí,Sí,0.038461538461538464
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
NBA 2K,DC,1999.0,Sports,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
D.Gray-man: Kami no Shitotachi,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Strikers 1945,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Jikkyou Oshaberi Parodius,SNES,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
World Series of Poker,GC,2005.0,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05,44.0,5.0,,,E10+,Sí,No,Sí,0.038461538461538464
Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.8,327.0,M,Sí,Sí,Sí,0.038461538461538464
J-League Winning Eleven 2010: Club Championship,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Star Ocean 5: Integrity and Faithlessness,PS3,2016.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,61.0,9.0,,,T,Sí,No,Sí,0.038461538461538464
Koihime Musou,PS2,2008.0,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05,54.0,4.0,,,E,Sí,No,Sí,0.038461538461538464
Cartoon Network Racing,DS,2006.0,Action,Game Factory,0.04,0.0,0.0,0.0,0.05,55.0,13.0,,,E,Sí,No,Sí,0.038461538461538464
Kekkon Zenya,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15.0,E10+,Sí,Sí,Sí,0.038461538461538464
Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Barnyard,GBA,2006.0,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,8.0,,,E,Sí,No,Sí,0.038461538461538464
Atari Flashback Classics: Volume 1,PS4,2016.0,Misc,Atari,0.04,0.0,0.0,0.01,0.05,,,,,E,No,No,Sí,0.038461538461538464
The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17.0,E10+,Sí,Sí,Sí,0.038461538461538464
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05,45.0,7.0,,,T,Sí,No,Sí,0.038461538461538464
"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,300.0,M,Sí,Sí,Sí,0.038461538461538464
TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,,,T,No,No,Sí,0.038461538461538464
Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9.0,186.0,T,Sí,Sí,Sí,0.038461538461538464
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,14.0,5.9,15.0,T,Sí,Sí,Sí,0.038461538461538464
Golden Axe: The Duel,SAT,1994.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
J-League 96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Crime Life: Gang Wars,X,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9.0,M,Sí,Sí,Sí,0.038461538461538464
Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Stellaris,PC,2016.0,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,78.0,57.0,8.0,577.0,,Sí,Sí,No,0.038461538461538464
Rugby 2005,X,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11.0,E,Sí,Sí,Sí,0.038461538461538464
LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,68.0,6.0,,,E10+,Sí,No,Sí,0.038461538461538464
Rock N Roll Racing,GBA,2003.0,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,12.0,8.1,7.0,E,Sí,Sí,Sí,0.038461538461538464
Taito Legends,X,2005.0,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05,74.0,16.0,,,T,Sí,No,Sí,0.038461538461538464
LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8.0,19.0,E10+,Sí,Sí,Sí,0.038461538461538464
Reader Rabbit 2nd Grade,Wii,2010.0,Misc,Graffiti,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,8.0,7.5,4.0,E,Sí,Sí,Sí,0.038461538461538464
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,T,Sí,Sí,Sí,0.038461538461538464
Treasure Report: Kikai Jikake no Isan,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Block Kuzushi,SNES,1995.0,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,250.0,E10+,Sí,Sí,Sí,0.038461538461538464
American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,54.0,4.0,,,T,Sí,No,Sí,0.038461538461538464
American Bass Challenge,GBA,2001.0,Sports,Starfish,0.03,0.01,0.0,0.0,0.05,69.0,5.0,,,E,Sí,No,Sí,0.038461538461538464
Rugby 06,PS2,2006.0,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27.0,E,Sí,Sí,Sí,0.038461538461538464
Ultimate Ghosts n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Fatal Frame II: Crimson Butterfly Directors Cut,X,2004.0,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16.0,M,Sí,Sí,Sí,0.038461538461538464
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83.0,T,Sí,Sí,Sí,0.038461538461538464
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6.0,E,Sí,Sí,Sí,0.038461538461538464
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Colin McRae Rally 2005,X,2004.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,35.0,7.5,6.0,E,Sí,Sí,Sí,0.038461538461538464
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Zoop,PS,1995.0,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Saiyuki: Journey West,PS,1999.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,9.0,7.1,9.0,E,Sí,Sí,Sí,0.038461538461538464
Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,,,,,E10+,No,No,Sí,0.038461538461538464
Detective Conan: Marionette Symphony,3DS,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.04,0.01,0.0,0.0,0.05,81.0,6.0,8.9,27.0,T,Sí,Sí,Sí,0.038461538461538464
MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05,67.0,8.0,,,E,Sí,No,Sí,0.038461538461538464
Amnesia Crowd,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
American Chopper 2: Full Throttle,X,2005.0,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,,,,,T,No,No,Sí,0.038461538461538464
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Monster Hunter Frontier Online,PS3,2010.0,Role-Playing,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Empire Earth,PC,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,127.0,T,Sí,Sí,Sí,0.038461538461538464
Rain (2013),PS3,2013.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Ribbit King,GC,2003.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05,60.0,11.0,,,E,Sí,No,Sí,0.038461538461538464
VR Soccer 96,PS,1996.0,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Diabolik Lovers,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Nobunagas Ambition: Sphere of Influence,PS4,2014.0,Strategy,Tecmo Koei,0.04,0.0,0.0,0.01,0.05,80.0,20.0,8.1,47.0,T,Sí,Sí,Sí,0.038461538461538464
Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72.0,19.0,7.3,4.0,T,Sí,Sí,Sí,0.038461538461538464
Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Secret Service,X360,2008.0,Action,Activision Value,0.04,0.0,0.0,0.0,0.05,,,5.5,8.0,T,No,Sí,Sí,0.038461538461538464
Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Max & the Magic Marker,DS,2011.0,Platform,Unknown,0.0,0.04,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,137.0,E,Sí,Sí,Sí,0.038461538461538464
E.X. Troopers,PS3,2012.0,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185.0,E10+,Sí,Sí,Sí,0.038461538461538464
StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.2,820.0,T,Sí,Sí,Sí,0.038461538461538464
Kiniro no Corda 2 Encore,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
M&Ms Adventure,DS,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,57.0,7.0,,,E,Sí,No,Sí,0.038461538461538464
Gaist Crusher,3DS,2013.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Soul Eater: Plot of Medusa,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.04,0.0,0.0,0.0,0.05,45.0,7.0,5.6,37.0,E10+,Sí,Sí,Sí,0.038461538461538464
Shin Hayarigami,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,24.0,8.3,311.0,E,Sí,Sí,Sí,0.038461538461538464
Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,58.0,10.0,,,E,Sí,No,Sí,0.038461538461538464
World Championship Pool 2004,PS2,2004.0,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6.0,E,Sí,Sí,Sí,0.038461538461538464
Bullet Girls 2,PSV,2016.0,Action,D3Publisher,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
V-Rally 3,GBA,2002.0,Racing,Atari,0.03,0.01,0.0,0.0,0.05,82.0,7.0,,,E,Sí,No,Sí,0.038461538461538464
Kakuto Chojin,X,2002.0,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17.0,T,Sí,Sí,Sí,0.038461538461538464
B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,11.0,7.8,6.0,T,Sí,Sí,Sí,0.038461538461538464
Beyond Oasis,GEN,1993.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,17.0,7.7,13.0,E,Sí,Sí,Sí,0.038461538461538464
Robotech: Invasion,X,2004.0,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,59.0,41.0,,,T,Sí,No,Sí,0.038461538461538464
Wii de Asobu Chibi-Robo!,Wii,2009.0,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Jewel Quest Mysteries,DS,2009.0,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
To Heart 2 DX Plus,PS3,2011.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Hero Bank 2,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Far Cry,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.0,735.0,M,Sí,Sí,Sí,0.038461538461538464
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54.0,9.0,,,E,Sí,No,Sí,0.038461538461538464
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Snoopy vs the Red Baron,PSP,2006.0,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,7.0,7.8,4.0,E10+,Sí,Sí,Sí,0.038461538461538464
Moon,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,45.0,7.4,21.0,T,Sí,Sí,Sí,0.038461538461538464
Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016.0,Misc,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Clockwork Empires,PC,2014.0,Strategy,Gaslamp Games,0.0,0.04,0.0,0.0,0.05,58.0,8.0,3.8,5.0,RP,Sí,Sí,Sí,0.038461538461538464
Razes Hell,X,2005.0,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,37.0,8.1,8.0,M,Sí,Sí,Sí,0.038461538461538464
Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Shin Megami Tensei NINE,X,2002.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Magic Carpet,PS,1995.0,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,5.0,6.2,27.0,E,Sí,Sí,Sí,0.038461538461538464
Adventure Time: Explore the Dungeon Because I Dont Know!,PS3,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Hoshigami: Ruining Blue Earth,PS,2001.0,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,9.0,8.7,26.0,E,Sí,Sí,Sí,0.038461538461538464
GunPey DS,DS,2006.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,70.0,24.0,,,E,Sí,No,Sí,0.038461538461538464
PriPara Mezameyo! Megami no Dress Design,3DS,2016.0,Action,Takara Tomy,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Kids Learn Music A+ Edition,DS,2011.0,Misc,Unknown,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Cabelas African Safari,PSP,2006.0,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,,,,,T,No,No,Sí,0.038461538461538464
Test Drive: Ferrari Legends,X360,2012.0,Racing,Atari,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
