Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,31.0,8.3,128.0,T,Sí,Sí,Sí
Young Justice: Legacy,3DS,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,,,7.1,7.0,E10+,No,Sí,Sí
Rugby 15,X360,2015.0,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,,,E,No,No,Sí
Gudetama: Hanjuku de Tanomuwa,3DS,2015.0,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.0,8.3,70.0,E,Sí,Sí,Sí
S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66.0,16.0,7.8,10.0,T,Sí,Sí,Sí
Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6.0,5.8,6.0,E10+,Sí,Sí,Sí
Freaky Flyers,X,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,22.0,,,T,Sí,No,Sí
Zoboomafoo: Leapin Lemurs!,PS,2001.0,Action,Encore,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Dennou Senki Virtual-On Force,X360,2010.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,No,No,No
Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71.0,27.0,7.1,12.0,E,Sí,Sí,Sí
Paragon,PS4,2016.0,Action,Epic Games,0.02,0.0,0.0,0.01,0.03,,,6.2,99.0,,No,Sí,No
Armored Core SL: Silent Line Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Combat Elite: WWII Paratroopers,X,2005.0,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,56.0,11.0,,,T,Sí,No,Sí
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,47.0,5.0,,,E,Sí,No,Sí
Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,20.0,9.3,6.0,E,Sí,Sí,Sí
Monster High: New Ghoul in School,X360,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,,,E,No,No,Sí
Minna no Golf Jou Vol.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,21.0,7.8,18.0,E,Sí,Sí,Sí
Super Collapse! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Ducati World Racing Challenge,PS,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,7.0,,,E,Sí,No,Sí
Golden Nugget Casino / Texas Hold Em Double Pack,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Popn Music 14 Fever!,PS2,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Handball 16,PS3,2015.0,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,,,E,No,No,Sí
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010.0,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Bus Simulator 16,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,8.0,6.3,19.0,,Sí,Sí,No
Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,77.0,26.0,9.1,90.0,E10+,Sí,Sí,Sí
Touhou Genso Rondo: Bullet Ballet,PS4,2016.0,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.03,55.0,19.0,4.7,34.0,E10+,Sí,Sí,Sí
Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Bladestorm: Nightmare,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,7.4,5.0,T,No,Sí,Sí
Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,,,E,No,No,Sí
Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,65.0,17.0,,,E10+,Sí,No,Sí
Big Mountain 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Charlie Blasts Territory,N64,1999.0,Action,Kemco,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Mega Minis Volume 2,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,No,No,No
CIMA: The Enemy,GBA,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,70.0,11.0,,,E,Sí,No,Sí
Tokimeki Memorial Girls Side 1st Love Plus,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010.0,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,18.0,8.1,49.0,,Sí,Sí,No
Code Geass: Hangyaku no Lelouch,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Dream Girl Premier,3DS,2015.0,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Daibakushou: Jinsei Gekijou,SNES,1995.0,Misc,Taito,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Who Wants to be a Millionaire: 1st Edition,Wii,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,No,No,No
Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,,,E,No,No,Sí
Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,,,,,,No,No,No
Final Fantasy XIV: Heavensward,PC,2015.0,Action,Square Enix,0.02,0.01,0.0,0.0,0.03,86.0,14.0,7.7,256.0,T,Sí,Sí,Sí
Suzumiya Haruhi no Chokuretsu,DS,2009.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,E10+,No,No,Sí
DJ Max Portable 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,,,4.6,9.0,E10+,No,Sí,Sí
The Idolmaster: Gravure For You! Vol. 5,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
S.Y.K Renshouden,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,58.0,16.0,,,E,Sí,No,Sí
Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79.0,39.0,7.1,90.0,T,Sí,Sí,Sí
Codename: Panzers Cold War,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,67.0,28.0,5.8,8.0,T,Sí,Sí,Sí
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Final Fantasy XIV: Heavensward,PS3,2015.0,Action,Square Enix,0.01,0.0,0.01,0.0,0.03,,,8.2,72.0,T,No,Sí,Sí
D.C.I.F.: Da Capo Innocent Finale,PS2,2009.0,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Konpeki no Kantai,SNES,1995.0,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Nectaris: Military Madness,PS,1998.0,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Doom,PC,1992.0,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,85.0,44.0,8.3,1862.0,M,Sí,Sí,Sí
Tenka-bito,PS2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
BRAHMA Force: The Assault on Beltlogger 9,PS,1996.0,Shooter,JVC,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,55.0,35.0,6.5,6.0,T,Sí,Sí,Sí
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,,,E,No,No,Sí
Samurai Spirits: Tenkaichi Kenkakuden,PS2,2006.0,Fighting,SNK,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Robo Pit,PS,1995.0,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5p,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Star Wars: The Force Unleashed II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,59.0,14.0,5.8,164.0,T,Sí,Sí,Sí
R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,46.0,11.0,,,E,Sí,No,Sí
Toukiden 2,PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Kisuato,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Heathcliff! The Fast and the Furriest,Wii,2010.0,Racing,Storm City Games,0.03,0.0,0.0,0.0,0.03,,,,,E,No,No,Sí
Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,51.0,5.0,,,E,Sí,No,Sí
Parfait,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Hakuouki,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
"Princess Natasha: Student, Secret Agent, Princess",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,,,,No,No,No
Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.5,6.0,E,Sí,Sí,Sí
Rugby Challenge 3,PS3,2016.0,Sports,Alternative Software,0.0,0.03,0.0,0.0,0.03,,,,,,No,No,No
Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,64.0,14.0,6.1,35.0,E10+,Sí,Sí,Sí
Robin Hood: Defender of the Crown,X,2003.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03,57.0,13.0,,,T,Sí,No,Sí
Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35.0,7.0,8.0,7.0,E,Sí,Sí,Sí
Master of Monsters: Disciples of Gaia,PS,1997.0,Strategy,Agetec,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Armored Core: Last Raven Portable,PSP,2010.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,,,T,No,No,Sí
SD Gundam: Gashapon Wars,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Curious George,X,2006.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,57.0,11.0,,,E,Sí,No,Sí
Disney's Aladdin,GBA,2003.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,17.0,,,E,Sí,No,Sí
Virtual Pool: Tournament Edition,X,2005.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.03,62.0,6.0,,,E,Sí,No,Sí
SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,64.0,75.0,2.2,4578.0,E10+,Sí,Sí,Sí
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,,,E10+,No,No,Sí
Nippon no Asoko de,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
MapleStory DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015.0,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Doom 3 BFG Edition,PC,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,59.0,12.0,5.3,212.0,M,Sí,Sí,Sí
Pimp My Ride: Street Racing,DS,2009.0,Racing,Activision,0.03,0.0,0.0,0.0,0.03,,,,,E,No,No,Sí
Popeye: Rush for Spinach,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.2,5.0,E,Sí,Sí,Sí
HappinessCharge PreCure! Kawarun Collection,3DS,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Culdcept,PS2,2002.0,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,78.0,26.0,8.9,9.0,T,Sí,Sí,Sí
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996.0,Role-Playing,NEC,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
BeatMania IIDX 15: DJ Troopers,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,54.0,6.0,,,E,Sí,No,Sí
GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,19.0,8.2,63.0,E,Sí,Sí,Sí
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Drake & Josh: Talent Showdown,DS,2007.0,Adventure,THQ,0.03,0.0,0.0,0.0,0.03,,,,,,No,No,No
Real World Golf,X,2006.0,Sports,Mad Catz,0.02,0.01,0.0,0.0,0.03,74.0,12.0,,,E,Sí,No,Sí
Utawarerumono: Futari no Hakuoro,PS3,2016.0,Misc,Aqua Plus,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Hissatsu Pachinko Collection 3,SNES,1995.0,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Oumagatoki: Kaidan Romance,PSP,2012.0,Action,Quinrose,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5.0,6.8,130.0,E,Sí,Sí,Sí
The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,83.0,5.0,7.6,89.0,,Sí,Sí,No
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,87.0,52.0,8.2,275.0,T,Sí,Sí,Sí
Hayate no Gotoku! Nightmare Paradise,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Kung Fu Panda: Showdown of Legendary Legends,X360,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,6.8,4.0,E10+,No,Sí,Sí
NBA 08,PSP,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,75.0,18.0,7.5,8.0,E,Sí,Sí,Sí
Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,36.0,6.8,587.0,M,Sí,Sí,Sí
Resident Evil 5 HD,XOne,2016.0,Action,Capcom,0.03,0.0,0.0,0.0,0.03,,,,,,No,No,No
Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,76.0,15.0,7.4,246.0,M,Sí,Sí,Sí
Nanashi no Game Me,DS,2009.0,Action,Square Enix,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Boulder Dash: Rocks!,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,,,,,,No,No,No
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,48.0,15.0,,,E10+,Sí,No,Sí
Prototype: Biohazard Bundle,XOne,2016.0,Action,Activision,0.03,0.0,0.0,0.0,0.03,56.0,4.0,3.1,14.0,M,Sí,Sí,Sí
Star Trek: The Game,PC,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,,No,No,No
007: Quantum of Solace,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,70.0,18.0,6.3,55.0,T,Sí,Sí,Sí
Megpoid the Music#,PSP,2013.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Royal Palace of White Sword and The City of Gentiles,PC,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,,,,,,No,No,No
Nisekoi: Yomeiri!?,PSV,2014.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
World of Zoo,PC,2009.0,Simulation,THQ,0.0,0.02,0.0,0.01,0.03,,,8.4,11.0,E,No,Sí,Sí
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Wallace & Gromit in Project Zoo,X,2003.0,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Psycho-Pass: Mandatory Happiness,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.03,64.0,11.0,7.7,12.0,T,Sí,Sí,Sí
Grid Runner,PS,1996.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Saihai no Yukue,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Metal Dungeon,X,2002.0,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44.0,14.0,7.2,5.0,T,Sí,Sí,Sí
Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0.0,0.0,0.03,0.0,0.03,81.0,34.0,9.0,76.0,T,Sí,Sí,Sí
Drome Racers,GC,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,54.0,5.0,6.6,5.0,E,Sí,Sí,Sí
Winter Sports 3: The Great Tournament,PS3,2010.0,Sports,Tradewest,0.0,0.02,0.0,0.01,0.03,,,,,E,No,No,Sí
Guitar Freaks V & DrumMania V,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Triple Pack: Xbox Live Arcade Compilation,X360,2011.0,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,,,,,T,No,No,Sí
Dream Pinball 3D,DS,2008.0,Misc,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,,,,,E10+,No,No,Sí
Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,68.0,16.0,5.2,19.0,T,Sí,Sí,Sí
Gekido Advance: Kintaros Revenge,GBA,2002.0,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,70.0,7.0,7.0,4.0,T,Sí,Sí,Sí
Future Tactics: The Uprising,X,2004.0,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,61.0,24.0,,,,Sí,No,No
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Power Poke Dash,GBA,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Steins;Gate 0,PS3,2015.0,Adventure,5p,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Detective Opera: Milky Holmes 2,PSP,2012.0,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Blaze Union: Story to Reach the Future,PSP,2010.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Pro Evolution Soccer 2017,PC,2016.0,Sports,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03,69.0,9.0,3.7,148.0,E,Sí,Sí,Sí
Harukanaru Toki no Naka de 6,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
World of Tanks,X360,2011.0,Shooter,Wargaming.net,0.0,0.03,0.0,0.0,0.03,,,5.2,9.0,,No,Sí,No
Jikkyou Powerful Pro Baseball Heroes,3DS,2016.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Battlefield 1942: The WW II Anthology,PC,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,,,,,,No,No,No
Race Driver 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,81.0,16.0,8.5,6.0,T,Sí,Sí,Sí
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,44.0,16.0,8.6,5.0,T,Sí,Sí,Sí
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
LEGO Legends of Chima: Lavals Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,E10+,No,No,Sí
The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,,,,No,No,No
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Roadsters,PS,2000.0,Racing,Titus,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Minecraft: Story Mode,WiiU,2016.0,Adventure,Mojang,0.02,0.01,0.0,0.0,0.03,,,,,,No,No,No
Merv Griffins Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,,,,,,No,No,No
DeathSmiles II,X360,2010.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,73.0,7.0,,,E10+,Sí,No,Sí
Calcio Bit,GBA,2006.0,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Whiteout,X,2002.0,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,58.0,4.0,,,T,Sí,No,Sí
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Hyakumanton no Bara Bara,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,No,No,No
Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.0,0.03,90.0,11.0,8.6,823.0,E10+,Sí,Sí,Sí
